,Position,Position.Name,State.Name,Position.Of.Interest,Employment.Type
18286,Executive / Personal Assistant,Operations Professional,New York,Receptionist,Full-Time
18287,Executive / Personal Assistant,Corporate Trainer ,New York,Receptionist,Full-Time
18288,Executive / Personal Assistant,Sales Representative/Fitting room attendant,New York,Receptionist,Full-Time
18289,Executive / Personal Assistant,Operations Professional,New York,Customer Service Rep,Full-Time
18290,Executive / Personal Assistant,Corporate Trainer ,New York,Customer Service Rep,Full-Time
18291,Executive / Personal Assistant,Sales Representative/Fitting room attendant,New York,Customer Service Rep,Full-Time
18292,Executive / Personal Assistant,Photographer,New York,Receptionist,Full-Time
18293,Executive / Personal Assistant,Personal assistant,New York,Receptionist,Full-Time
18294,Executive / Personal Assistant,Administrative assistant,New York,Receptionist,Full-Time
18295,Executive / Personal Assistant,Photographer,New York,Personal assistant ,Full-Time
18296,Executive / Personal Assistant,Personal assistant,New York,Personal assistant ,Full-Time
18297,Executive / Personal Assistant,Administrative assistant,New York,Personal assistant ,Full-Time
18298,Executive / Personal Assistant,Photographer,New York,Receptionist,Full-Time
18299,Executive / Personal Assistant,Personal assistant,New York,Receptionist,Full-Time
18300,Executive / Personal Assistant,Administrative assistant,New York,Receptionist,Full-Time
18301,Executive / Personal Assistant,Photographer,New York,Personal assistant ,Full-Time
18302,Executive / Personal Assistant,Personal assistant,New York,Personal assistant ,Full-Time
18303,Executive / Personal Assistant,Administrative assistant,New York,Personal assistant ,Full-Time
18304,Executive / Personal Assistant,Photographer,New York,Receptionist,Full-Time
18305,Executive / Personal Assistant,Personal assistant,New York,Receptionist,Full-Time
18306,Executive / Personal Assistant,Administrative assistant,New York,Receptionist,Full-Time
18307,Executive / Personal Assistant,Photographer,New York,Personal assistant ,Full-Time
18308,Executive / Personal Assistant,Personal assistant,New York,Personal assistant ,Full-Time
18309,Executive / Personal Assistant,Administrative assistant,New York,Personal assistant ,Full-Time
18310,Executive / Personal Assistant,Human Resouce Specialist,Overseas,Receptionist,Full-Time
18311,Executive / Personal Assistant,Benefits Specialist- Sales,New York,Receptionist,Full-Time
18312,Executive / Personal Assistant,Call Center Representative,Overseas,Receptionist,Full-Time
18313,Executive / Personal Assistant,Human Resouce Specialist,Overseas,Customer Service Rep,Full-Time
18314,Executive / Personal Assistant,Benefits Specialist- Sales,New York,Customer Service Rep,Full-Time
18315,Executive / Personal Assistant,Call Center Representative,Overseas,Customer Service Rep,Full-Time
18316,Executive / Personal Assistant,Human Resouce Specialist,Overseas,Sales Rep,Full-Time
18317,Executive / Personal Assistant,Benefits Specialist- Sales,New York,Sales Rep,Full-Time
18318,Executive / Personal Assistant,Call Center Representative,Overseas,Sales Rep,Full-Time
18319,Executive / Personal Assistant,Human Resouce Specialist,Overseas,Administrative Assistant,Full-Time
18320,Executive / Personal Assistant,Benefits Specialist- Sales,New York,Administrative Assistant,Full-Time
18321,Executive / Personal Assistant,Call Center Representative,Overseas,Administrative Assistant,Full-Time
18322,Executive / Personal Assistant,Human Resouce Specialist,Overseas,Human Resource Assistant,Full-Time
18323,Executive / Personal Assistant,Benefits Specialist- Sales,New York,Human Resource Assistant,Full-Time
18324,Executive / Personal Assistant,Call Center Representative,Overseas,Human Resource Assistant,Full-Time
18325,Executive / Personal Assistant,Front Desk Worker,Massachusetts,Server,Full-Time
18326,Executive / Personal Assistant,Office Assistant/Manager,Massachusetts,Server,Full-Time
18327,Executive / Personal Assistant,Front Desk Worker,Massachusetts,Host,Full-Time
18328,Executive / Personal Assistant,Office Assistant/Manager,Massachusetts,Host,Full-Time
18329,Executive / Personal Assistant,Front Desk Worker,Massachusetts,Barista,Full-Time
18330,Executive / Personal Assistant,Office Assistant/Manager,Massachusetts,Barista,Full-Time
18331,Executive / Personal Assistant,Front Desk Worker,Massachusetts,Receptionist,Full-Time
18332,Executive / Personal Assistant,Office Assistant/Manager,Massachusetts,Receptionist,Full-Time
18335,Executive / Personal Assistant,Licensed Agent,New York,Receptionist,Full-Time
18336,Executive / Personal Assistant,Licensed Agent,New York,Book Keeper,Full-Time
18337,Executive / Personal Assistant,Licensed Agent,New York,Customer Service Rep,Full-Time
18338,Executive / Personal Assistant,Licensed Agent,New York,Sales Rep,Full-Time
18339,Executive / Personal Assistant,Licensed Agent,New York,assistant,Full-Time
18340,Executive / Personal Assistant,Paralegal/ Manager,New York,Receptionist,Full-Time
18341,Executive / Personal Assistant,Clerk/ Process Server,New York,Receptionist,Full-Time
18342,Executive / Personal Assistant,                                                     Legal/Head Assistant                                                          ,New York,Receptionist,Full-Time
18343,Executive / Personal Assistant,Teacher,Overseas,Receptionist,Full-Time
18344,Executive / Personal Assistant,Manager,Overseas,Receptionist,Full-Time
18347,Executive / Personal Assistant,Medical Representative,New York,Receptionist,Full-Time
18348,Executive / Personal Assistant,scheduler,New York,Receptionist,Full-Time
18349,Executive / Personal Assistant,Medical Representative,New York,Customer Service Rep,Full-Time
18350,Executive / Personal Assistant,scheduler,New York,Customer Service Rep,Full-Time
18351,Executive / Personal Assistant,Dental assistant,New Jersey,Receptionist,Full-Time
18359,Executive / Personal Assistant,Retail Sales Consultant,New York,Host,Full-Time
18360,Executive / Personal Assistant,Retail Sales Consultant,New York,Receptionist,Full-Time
18361,Executive / Personal Assistant,Retail Sales Consultant,New York,Customer Service Rep,Full-Time
18371,Executive / Personal Assistant,Executive Assistant    ,New York,Receptionist,Full-Time
18372,Executive / Personal Assistant,Executive Assistant    ,New York,Book Keeper,Full-Time
18373,Executive / Personal Assistant,Real Estate Administrative Assistant,New York,Receptionist,Full-Time
18374,Executive / Personal Assistant,Accountant,New York,Receptionist,Full-Time
18375,Executive / Personal Assistant,Visual stylist/ Sales Associate,New York,Receptionist,Full-Time
18381,Executive / Personal Assistant,Front Desk Clerk,Nevada,Receptionist,Full-Time
18382,Executive / Personal Assistant,Dress Steamer / Assistant,Nevada,Receptionist,Full-Time
18383,Executive / Personal Assistant,Front Desk Clerk,Nevada,Book Keeper,Full-Time
18384,Executive / Personal Assistant,Dress Steamer / Assistant,Nevada,Book Keeper,Full-Time
18385,Executive / Personal Assistant,Front Desk Clerk,Nevada,Customer Service Rep,Full-Time
18386,Executive / Personal Assistant,Dress Steamer / Assistant,Nevada,Customer Service Rep,Full-Time
18387,Executive / Personal Assistant,Front Desk Clerk,Nevada,Assistant,Full-Time
18388,Executive / Personal Assistant,Dress Steamer / Assistant,Nevada,Assistant,Full-Time
18393,Executive / Personal Assistant,Sales Lead,New York,Receptionist,Full-Time
18394,Executive / Personal Assistant,Sales Lead,New York,Book Keeper,Full-Time
18395,Executive / Personal Assistant,Sales Lead,New York,Customer Service Rep,Full-Time
18396,Executive / Personal Assistant,Sales Lead,New York,Sales Rep,Full-Time
18397,Executive / Personal Assistant,Sales Lead,New York,Receptionist,Full-Time
18398,Executive / Personal Assistant,Sales Lead,New York,Book Keeper,Full-Time
18399,Executive / Personal Assistant,Sales Lead,New York,Customer Service Rep,Full-Time
18400,Executive / Personal Assistant,Sales Lead,New York,Sales Rep,Full-Time
18401,Executive / Personal Assistant,Sales Lead,New York,Receptionist,Full-Time
18402,Executive / Personal Assistant,Sales Lead,New York,Book Keeper,Full-Time
18403,Executive / Personal Assistant,Sales Lead,New York,Customer Service Rep,Full-Time
18404,Executive / Personal Assistant,Sales Lead,New York,Sales Rep,Full-Time
18405,Executive / Personal Assistant,Sales Lead,New York,Receptionist,Full-Time
18406,Executive / Personal Assistant,Sales Lead,New York,Book Keeper,Full-Time
18407,Executive / Personal Assistant,Sales Lead,New York,Customer Service Rep,Full-Time
18408,Executive / Personal Assistant,Sales Lead,New York,Sales Rep,Full-Time
18409,Executive / Personal Assistant,Account Manager,New York,Receptionist,Full-Time
18410,Executive / Personal Assistant,Account Manager,New York,Receptionist,Full-Time
18411,Executive / Personal Assistant,Account Manager,New York,Book Keeper,Full-Time
18412,Executive / Personal Assistant,Account Manager,New York,Book Keeper,Full-Time
18413,Executive / Personal Assistant,Account Manager,New York,Customer Service Rep,Full-Time
18414,Executive / Personal Assistant,Account Manager,New York,Customer Service Rep,Full-Time
18415,Executive / Personal Assistant,Account Manager,New York,Office Manager,Full-Time
18416,Executive / Personal Assistant,Account Manager,New York,Office Manager,Full-Time
18417,Executive / Personal Assistant,Account Manager,New York,EA,Full-Time
18418,Executive / Personal Assistant,Account Manager,New York,EA,Full-Time
18422,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Server,Full-Time
18424,Executive / Personal Assistant,Cashier,Massachusetts,Server,Full-Time
18426,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Host,Full-Time
18428,Executive / Personal Assistant,Cashier,Massachusetts,Host,Full-Time
18430,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Bartender,Full-Time
18432,Executive / Personal Assistant,Cashier,Massachusetts,Bartender,Full-Time
18434,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Receptionist,Full-Time
18436,Executive / Personal Assistant,Cashier,Massachusetts,Receptionist,Full-Time
18438,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Book Keeper,Full-Time
18440,Executive / Personal Assistant,Cashier,Massachusetts,Book Keeper,Full-Time
18442,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Customer Service Rep,Full-Time
18444,Executive / Personal Assistant,Cashier,Massachusetts,Customer Service Rep,Full-Time
18446,Executive / Personal Assistant,Copy Center Associate,Massachusetts,Administrative Assistant,Full-Time
18448,Executive / Personal Assistant,Cashier,Massachusetts,Administrative Assistant,Full-Time
18450,Executive / Personal Assistant,Office Cleaner,New York,Server,Full-Time
18451,Executive / Personal Assistant,Metro-North Office Assistant,New York,Server,Full-Time
18452,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Server,Full-Time
18453,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Server,Full-Time
18454,Executive / Personal Assistant,Office Cleaner,New York,Host,Full-Time
18455,Executive / Personal Assistant,Metro-North Office Assistant,New York,Host,Full-Time
18456,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Host,Full-Time
18457,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Host,Full-Time
18458,Executive / Personal Assistant,Office Cleaner,New York,Line Cook,Full-Time
18459,Executive / Personal Assistant,Metro-North Office Assistant,New York,Line Cook,Full-Time
18460,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Line Cook,Full-Time
18461,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Line Cook,Full-Time
18462,Executive / Personal Assistant,Office Cleaner,New York,Receptionist,Full-Time
18463,Executive / Personal Assistant,Metro-North Office Assistant,New York,Receptionist,Full-Time
18464,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Receptionist,Full-Time
18465,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Receptionist,Full-Time
18466,Executive / Personal Assistant,Office Cleaner,New York,Book Keeper,Full-Time
18467,Executive / Personal Assistant,Metro-North Office Assistant,New York,Book Keeper,Full-Time
18468,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Book Keeper,Full-Time
18469,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Book Keeper,Full-Time
18470,Executive / Personal Assistant,Office Cleaner,New York,Customer Service Rep,Full-Time
18471,Executive / Personal Assistant,Metro-North Office Assistant,New York,Customer Service Rep,Full-Time
18472,Executive / Personal Assistant,Reception/OfficeAssistant/Clerical,New York,Customer Service Rep,Full-Time
18473,Executive / Personal Assistant,Cashier/Food Supervisor,New York,Customer Service Rep,Full-Time
18475,Executive / Personal Assistant,Operations/Marketing Manager,New York,Book Keeper,Full-Time
18476,Executive / Personal Assistant,Administrative Assistant,New York,Book Keeper,Full-Time
18477,Executive / Personal Assistant,Customer Service Team Leader,New Jersey,Book Keeper,Full-Time
18478,Executive / Personal Assistant,Import Analyst,Overseas,Book Keeper,Full-Time
18479,Executive / Personal Assistant,Operations/Marketing Manager,New York,Administrative,Full-Time
18480,Executive / Personal Assistant,Administrative Assistant,New York,Administrative,Full-Time
18481,Executive / Personal Assistant,Customer Service Team Leader,New Jersey,Administrative,Full-Time
18482,Executive / Personal Assistant,Import Analyst,Overseas,Administrative,Full-Time
18483,Executive / Personal Assistant,Operations/Marketing Manager,New York,Operations Manager,Full-Time
18484,Executive / Personal Assistant,Administrative Assistant,New York,Operations Manager,Full-Time
